!	AVD;NA;CARDA;ADJA;APPR;--;DIA;FM
!?	VMFIN;PPER;PG;VAFIN;VVPP;VVFIN
%.kleidet	VVIMP
hoehe	NA;VVIMP;VVFIN;ADJD
hoeheden	NA
hoehen	NA;VVFIN;VVINF
hoehent	VVFIN
hoeher	ADJD
hoehers	ADJA
hoehes	VVFIN
hoehest	ADJA;VVFIN
hoeheste	NA
hoehet	VVFIN
hoehete	VVFIN
hoene	NA
hoenede	NA
hoeneden	NA
hoenen	VVFIN;VVINF
hoenest	VVFIN
hoenet	VVFIN
hoer	VVIMP;VVFIN
hoere	VVIMP;VVFIN
hoeren	VVINF;VVPP;NA;VVIMP;VVFIN
hoerende	NA;VVPS
hoerene	NA
hoerenne	NA
hoerent	VVIMP;VVFIN
hoerente	VVPS
hoerenten	ADJS
hoerenter	ADJA
hoeres	VVFIN
hoerest	VVFIN
hoeret	VVIMP;VVFIN
hoerete	VVFIN
hoeric	ADJD
hoericheit	NA
hoern	NA;VVFIN;VVINF
hoerne	NA
hoernne	NA
hoernt	VVFIN
hoernten	ADJS
hoerst	VVFIN
hoert	VVIMP;VVFIN
hoertet	VVFIN
hoerâ	VVIMP
hoerær	NA
hoerære	NA
hoeræren	NA
hof	NA
hofe	NA
hofestat	NA
hoffe	NA;VVIMP;VVFIN
hoffen	VVINF;NA;VVFIN
hoffende	VVPS
hoffene	NA
hoffenlîche	ADJA
hoffent	VVFIN
hoffente	VVPS
hoffenunge	NA
hoffenungen	NA
hoffet	VVFIN
hoffete	VVFIN
hoffeten	VVFIN
hoffunge	NA
hoffungen	NA
hofstat	NA
hoi	ITJ
hol	ADJN;NA;ADJD
holde	ADJN;ADJA;NA;ADJD
holden	NA;ADJD;ADJA
holder	ADJD;ADJA
holdere	ADJD
holdez	ADJA
hole	NA;VVIMP
holen	ADJA;VVINF;NA
holenbeckige	ADJD
holene	NA
holenes	VVFIN
holenne	NA
holent	VVFIN
holet	VVIMP;VVFIN
holete	VVFIN
holeten	VVFIN
holrefloiten	NA
holt	ADJD;ADJA
holtlîche	AVD
holtlîchen	ADJD;AVD
holtschaft	NA
holunteres	NA
holz	NA
holzapfel	NA
holzbiren	NA
holze	NA
holzen	NA;VVINF
holzepfele	NA
holzes	NA
holzgenôzen	NA
holzhiuser	NA
holzmarke	NA
holzmarkete	NA
holzmatten	NA
holzpforten	NA
holzschuohær	NA
holzæren	NA
holzæres	NA
homicida	FM
hominem	NA;FM
homines	NA
hominibus	FM
hominis	NA;FM
hominum	NA;FM
homo	NA;FM
honic	NA
honicseim	NA
honicseime	NA
honicvluzzes	NA
honige	NA
honiges	NA
honigîn	ADJD
honigîne	ADJA
honigînen	ADJA
honinge	NA
honinges	NA
honor	NA
honorabilis	ADJA
honorate	FM
honorati	FM
honore	NA
honorem	FM
hopfen	NA
hor	NA
hora	NA;FM
horchære	NA
horde	NA
horden	VVINF
hordes	NA
hore	NA
horegewat	NA
horelache	NA
horelachen	NA
horelade	NA
hores	NA
horesac	NA
horn	NA
hornblâse	NA
hornblâst	NA
hornbogen	NA
horne	NA
hornen	NA
hornes	NA
horngedoeze	NA
hornschal	NA
hornschelle	NA
hornuz	NA
hornzeichen	NA
horsche	AVD
hort	NA
hortîs	NA
hortô	NA
horwe	NA
horwigen	ADJA
hosanna	ITJ
hosche	NA
hose	NA
hosen	NA
hospitâles	NA
hostiam	NA;FM
hostie	NA
hostium	NA
houbet	NA
houbetbuochstabe	NA
houbetduhte	NA
houbete	NA;VVFIN
houbeten	VVINF;NA;VVFIN
houbetes	NA
houbetet	VVFIN
houbetete	VVFIN
houbeteten	VVFIN
houbetgebende	NA
houbetgelt	NA
houbetgewande	NA
houbetguot	NA
houbetguote	NA
houbetguotes	NA
houbethaft	ADJA
houbethafte	ADJN;ADJA
houbethaften	ADJA
houbethaftic	ADJA
houbethaftige	ADJA
houbethaftigen	ADJA
houbetherren	NA
houbethâr	NA
houbetküssene	NA
houbetlande	NA
houbetlant	NA
houbetlingen	AVD
houbetlône	NA
houbetman	NA
houbetmanne	NA
houbetn	NA
houbetname	NA
houbetpfulwe	NA
houbetporten	NA
houbetschulden	NA
houbetsiech	ADJD
houbetsmit	NA
houbetstat	NA
houbetstein	NA
houbetstete	NA
houbetsteten	NA
houbetsuht	NA
houbetsweren	NA
houbetswern	NA
houbetsünde	NA
houbetsünden	NA
houbette	VVFIN
houbetteil	NA
houbetvride	NA
houbetvürsten	NA
houbetzins	NA
houe	NA
houf	NA
houfe	NA;VVFIN
houfen	NA;VVINF
houge	NA
houw	VVIMP
houwe	NA
houwen	NA;VVFIN;VVINF
houwent	VVFIN
houwente	VVPS
houwet	VVIMP
houweten	VVFIN
hov	NA
hove	NA
hovebære	ADJA;ADJD;ADJN
hovecensum	NA
hovegesinde	NA
hovegesæzede	NA
hoveherre	NA
hoveherren	NA
hoveknehte	NA
hoveliute	NA
hoveliuten	NA
hovelîche	ADJA;AVD
hovelîchem	ADJA
hovelîchen	ADJA;AVD
hovelîcher	ADJA
hoveman	NA
hovemanne	NA
hovemannes	NA
hovemeier	NA
hovemeister	NA
hovemeisterinne	NA
hoven	NA;VVINF
hoverede	NA
hovereite	NA
hovereiten	NA
hoverihtære	NA
hoveroht	ADJD
hoverâte	NA
hoves	NA
hovesache	NA
hovesachen	NA
hovesliute	NA
hovesliuten	NA
hovesprâche	NA
hovestat	NA
hovestaten	NA
hovestete	NA
hovestetelîn	NA
hovesteten	NA
hovevart	NA
hoveverte	NA
hovewart	NA
hovezuht	NA
hovezühten	NA
hovinge	NA
hrosses	NA
hucker	NA
huckern	NA
huf	NA
huffe	NA
hugente	VVPS
huht	NA
huhte	NA
huic	DIA
huius	DIA
hujus	FM
hulde	NA
hulden	NA;VVINF
huldent	VVFIN
huldet	VVFIN
hulfen	VVFIN
hulfet	VVFIN
hullen	VVFIN
hulte	VVFIN
hulten	VVFIN
humana	ADJA
humanae	ADJA;FM
humanam	ADJA
humani	ADJA
humanitas	FM
humanitate	NA;FM
humanitatem	NA
humanitatis	NA
humanum	ADJA
humbel	NA
humerâle	NA
humiles	ADJA
humiliate	FM
humiliatus	FM
humilis	ADJA;FM
humilitas	NA
humilitate	NA
humilitatem	NA;FM
humilitatis	NA;FM
humilium	ADJA
hunc	--;FM
